연도,시도,시군구,졸업자,진학자, 진학률 
2013,대구,서구,"2,249","1,872",83.2
2013,대구,남구,"3,281","2,185",66.6
2013,대구,북구,"5,373","4,696",87.4
2013,대구,수성구,"7,876","5,728",72.7
2013,대구,달서구,"9,478","7,060",74.5
2013,대구,달성군,"1,634","1,332",81.5
2013,인천,중구,"2,889","1,612",55.8
2013,인천,동구,"1,180",627,53.1
2013,인천,남구,"5,212","2,889",55.4
2013,인천,연수구,"4,702","3,106",66.1
2013,인천,남동구,"5,253","3,944",75.1
2013,인천,부평구,"6,995","4,786",68.4
2013,인천,계양구,"4,450","3,312",74.4
2013,인천,서구,"4,656","3,301",70.9
2013,인천,강화군,702,511,72.8
2013,인천,옹진군,41,35,85.4
2013,광주,동구,"1,777","1,558",87.7
2013,광주,서구,"2,762","2,386",86.4
2013,광주,남구,"5,976","4,548",76.1
2013,광주,북구,"6,641","5,204",78.4
2013,광주,광산구,"4,855","3,621",74.6
2013,대전,동구,"3,043","2,229",73.3
2013,대전,중구,"5,033","3,714",73.8
2013,대전,서구,"6,204","5,124",82.6
2013,대전,유성구,"4,680","3,206",68.5
2013,대전,대덕구,"1,606","1,271",79.1
2013,울산,중구,"2,874","2,573",89.5
2013,울산,남구,"6,084","4,934",81.1
2013,울산,동구,"2,647","2,130",80.5
2013,울산,북구,"2,680","2,277",85
2013,울산,울주군,"2,521","1,908",75.7
2013,세종,세종시,991,671,67.7
2013,경기,수원시,"16,762","11,620",69.3
2013,경기,성남시,"12,949","8,144",62.9
2013,경기,부천시,"11,733","7,778",66.3
2013,경기,안양시,"9,962","6,621",66.5
2013,경기,과천시,"1,479",985,66.6
2013,경기,안산시,"11,366","8,465",74.5
2013,경기,용인시,"8,831","6,536",74
2013,경기,군포시,"3,527","2,341",66.4
2013,경기,의왕시,"1,275",969,76
2013,경기,시흥시,"5,134","3,806",74.1
2013,경기,평택시,"5,610","4,111",73.3
2013,경기,화성시,"4,109","3,199",77.9
2013,경기,오산시,"2,023","1,552",76.7
2013,경기,광명시,"3,920","2,675",68.2
2013,경기,광주시,"2,306","1,510",65.5
2013,경기,하남시,"1,594","1,045",65.6
2013,경기,김포시,"3,015","2,156",71.5
2013,경기,이천시,"2,696","2,006",74.4
2013,경기,안성시,"1,853","1,418",76.5
2013,경기,여주군,"1,301",932,71.6
2013,경기,양평군,"1,089",752,69.1
2013,경기,고양시,"13,878","8,445",60.9
2013,경기,남양주시,"6,281","4,549",72.4
2013,경기,구리시,"2,855","2,305",80.7
2013,경기,의정부시,"6,170","4,350",70.5
2013,경기,파주시,"3,161","2,215",70.1
2013,경기,동두천시,"1,273",751,59
2013,경기,양주시,"1,420","1,013",71.3
2013,경기,포천시,"1,732","1,268",73.2
2013,경기,가평군,670,524,78.2
2013,경기,연천군,436,334,76.6
2013,강원,춘천시,"3,648","2,854",78.2
2013,강원,원주시,"4,198","3,169",75.5
2013,강원,강릉시,"2,919","2,390",81.9
2013,강원,동해시,"1,170",996,85.1
2013,강원,태백시,519,412,79.4
2013,강원,속초시,"1,030",898,87.2
2013,강원,삼척시,711,570,80.2
2013,강원,홍천군,674,511,75.8
2013,강원,횡성군,526,434,82.5
2013,강원,영월군,384,292,76
2013,강원,평창군,307,253,82.4
2013,강원,정선군,308,242,78.6
2013,강원,철원군,530,451,85.1
2013,강원,화천군,192,159,82.8
2013,강원,양구군,352,265,75.3
2013,강원,인제군,285,251,88.1
2013,강원,고성군,270,175,64.8
2013,강원,양양군,188,152,80.9
2013,충북,청주시,"10,223","7,830",76.6
2013,충북,충주시,"2,651","1,997",75.3
2013,충북,제천시,"1,746","1,273",72.9
2013,충북,청원군,"1,192",870,73
2013,충북,보은군,324,218,67.3
2013,충북,옥천군,458,350,76.4
2013,충북,영동군,522,387,74.1
2013,충북,진천군,556,331,59.5
2013,충북,괴산군,154,144,93.5
2013,충북,음성군,618,433,70.1
2013,충북,단양군,238,187,78.6
2013,충북,증평군,567,265,46.7
2013,충남,천안시,"8,267","5,945",71.9
2013,충남,공주시,"1,918","1,494",77.9
